YearN	SexN	AgeGroupN	RaceN	RegistryN	Population
48	1	13	2	10	62296
48	1	13	2	11	4454
48	1	13	2	12	15808
48	1	13	2	13	33
48	1	13	2	14	88155
48	1	13	2	15	1779
48	1	13	2	16	3500
48	1	13	2	17	25169
48	1	13	2	18	4732
48	1	13	2	19	1494
48	1	13	2	20	56484
48	1	13	2	21	11084
48	1	13	2	22	241807
48	1	14	0	0	78133
48	1	14	0	1	88949
48	1	14	0	2	80279
48	1	14	0	3	13946
48	1	14	0	4	83027
48	1	14	0	5	56055
48	1	14	0	6	117439
48	1	14	0	7	55680
48	1	14	0	8	46992
48	1	14	0	9	43120
48	1	14	0	10	159643
48	1	14	0	11	12019
48	1	14	0	12	184672
48	1	14	0	13	3208
48	1	14	0	14	442196
48	1	14	0	15	118934
48	1	14	0	16	88437
48	1	14	0	17	192034
48	1	14	0	18	135777
48	1	14	0	19	44263
48	1	14	0	20	415359
48	1	14	0	21	173690
48	1	14	0	22	4731477
48	1	14	1	0	10568
48	1	14	1	1	8783
48	1	14	1	2	27052
48	1	14	1	3	339
48	1	14	1	4	1307
48	1	14	1	5	985
48	1	14	1	6	4386
48	1	14	1	7	342
48	1	14	1	8	32966
48	1	14	1	9	1404
48	1	14	1	10	24116
48	1	14	1	11	373
48	1	14	1	12	6025
48	1	14	1	13	1389
48	1	14	1	14	23975
48	1	14	1	15	7958
48	1	14	1	16	35732
48	1	14	1	17	31297
48	1	14	1	18	38957
48	1	14	1	19	124
48	1	14	1	20	86256
48	1	14	1	21	11272
48	1	14	1	22	626994
48	1	14	2	0	37834
48	1	14	2	1	3484
48	1	14	2	2	4340
48	1	14	2	3	27532
48	1	14	2	4	1219
48	1	14	2	5	5545
48	1	14	2	6	16419
48	1	14	2	7	2322
48	1	14	2	8	5304
48	1	14	2	9	17961
48	1	14	2	10	51501
48	1	14	2	11	3344
48	1	14	2	12	12566
48	1	14	2	13	35
48	1	14	2	14	72265
48	1	14	2	15	1529
48	1	14	2	16	2825
48	1	14	2	17	20336
48	1	14	2	18	3672
48	1	14	2	19	1209
48	1	14	2	20	45646
48	1	14	2	21	8598
48	1	14	2	22	195938
48	1	15	0	0	56983
48	1	15	0	1	66620
48	1	15	0	2	57304
48	1	15	0	3	8211
48	1	15	0	4	58245
48	1	15	0	5	39663
48	1	15	0	6	80824
48	1	15	0	7	39797
48	1	15	0	8	31394
48	1	15	0	9	31517
48	1	15	0	10	116241
48	1	15	0	11	7374
48	1	15	0	12	142262
48	1	15	0	13	2462
48	1	15	0	14	320081
48	1	15	0	15	84433
48	1	15	0	16	64548
48	1	15	0	17	143686
48	1	15	0	18	101610
48	1	15	0	19	31518
48	1	15	0	20	302419
48	1	15	0	21	123384
48	1	15	0	22	3443847
48	1	15	1	0	7009
48	1	15	1	1	6316
48	1	15	1	2	17115
48	1	15	1	3	223
48	1	15	1	4	717
48	1	15	1	5	617
48	1	15	1	6	2438
48	1	15	1	7	182
48	1	15	1	8	18949
48	1	15	1	9	936
48	1	15	1	10	17198
48	1	15	1	11	227
48	1	15	1	12	3821
48	1	15	1	13	1056
48	1	15	1	14	15225
48	1	15	1	15	4800
48	1	15	1	16	22867
48	1	15	1	17	21964
48	1	15	1	18	25358
48	1	15	1	19	69
48	1	15	1	20	64772
48	1	15	1	21	7803
48	1	15	1	22	406788
48	1	15	2	0	23534
48	1	15	2	1	2359
48	1	15	2	2	2890
48	1	15	2	3	21877
48	1	15	2	4	755
48	1	15	2	5	3680
48	1	15	2	6	10351
48	1	15	2	7	1451
48	1	15	2	8	3496
48	1	15	2	9	12185
48	1	15	2	10	34965
48	1	15	2	11	2133
48	1	15	2	12	8395
48	1	15	2	13	19
48	1	15	2	14	48920
48	1	15	2	15	1004
48	1	15	2	16	1622
48	1	15	2	17	14380
48	1	15	2	18	2304
48	1	15	2	19	793
48	1	15	2	20	29158
48	1	15	2	21	5528
48	1	15	2	22	127531
48	1	16	0	0	39395
48	1	16	0	1	47772
48	1	16	0	2	41649
48	1	16	0	3	4029
48	1	16	0	4	47028
48	1	16	0	5	28525
48	1	16	0	6	53262
48	1	16	0	7	28428
48	1	16	0	8	21118
48	1	16	0	9	22659
48	1	16	0	10	85421
48	1	16	0	11	4466
48	1	16	0	12	102040
48	1	16	0	13	1652
48	1	16	0	14	229918
48	1	16	0	15	63116
48	1	16	0	16	48408
48	1	16	0	17	106015
48	1	16	0	18	72191
48	1	16	0	19	22099
48	1	16	0	20	227630
48	1	16	0	21	88242
48	1	16	0	22	2545398
48	1	16	1	0	5053
48	1	16	1	1	4566
48	1	16	1	2	11449
48	1	16	1	3	135
48	1	16	1	4	557
48	1	16	1	5	457
48	1	16	1	6	1658
48	1	16	1	7	169
48	1	16	1	8	12012
48	1	16	1	9	736
48	1	16	1	10	13342
48	1	16	1	11	129
48	1	16	1	12	2615
48	1	16	1	13	742
48	1	16	1	14	11302
48	1	16	1	15	3620
48	1	16	1	16	16430
48	1	16	1	17	16684
48	1	16	1	18	17138
48	1	16	1	19	43
48	1	16	1	20	48016
48	1	16	1	21	5829
48	1	16	1	22	290944
48	1	16	2	0	18694
48	1	16	2	1	1371
48	1	16	2	2	1850
48	1	16	2	3	16652
48	1	16	2	4	493
48	1	16	2	5	2671
48	1	16	2	6	7241
48	1	16	2	7	1008
48	1	16	2	8	2381
48	1	16	2	9	9083
48	1	16	2	10	26645
48	1	16	2	11	1413
48	1	16	2	12	5795
48	1	16	2	13	15
48	1	16	2	14	34895
48	1	16	2	15	626
48	1	16	2	16	1096
48	1	16	2	17	9716
48	1	16	2	18	1558
48	1	16	2	19	455
48	1	16	2	20	22302
48	1	16	2	21	4314
48	1	16	2	22	83315
48	1	17	0	0	28763
48	1	17	0	1	38367
48	1	17	0	2	32519
48	1	17	0	3	2873
48	1	17	0	4	37994
48	1	17	0	5	20199
48	1	17	0	6	37841
48	1	17	0	7	20359
48	1	17	0	8	15317
48	1	17	0	9	16863
48	1	17	0	10	64820
48	1	17	0	11	2814
48	1	17	0	12	68437
48	1	17	0	13	1102
48	1	17	0	14	169167
48	1	17	0	15	44728
48	1	17	0	16	35444
48	1	17	0	17	84177
48	1	17	0	18	50061
48	1	17	0	19	15072
48	1	17	0	20	179117
48	1	17	0	21	70556
48	1	17	0	22	1880370
48	1	17	1	0	3545
48	1	17	1	1	3084
48	1	17	1	2	8848
48	1	17	1	3	75
48	1	17	1	4	420
48	1	17	1	5	348
48	1	17	1	6	1138
48	1	17	1	7	78
48	1	17	1	8	7692
48	1	17	1	9	485
48	1	17	1	10	9595
48	1	17	1	11	110
48	1	17	1	12	1671
48	1	17	1	13	506
48	1	17	1	14	7405
48	1	17	1	15	2476
48	1	17	1	16	11224
48	1	17	1	17	11435
48	1	17	1	18	11728
48	1	17	1	19	26
48	1	17	1	20	33124
48	1	17	1	21	3967
48	1	17	1	22	205522
48	1	17	2	0	14332
48	1	17	2	1	897
48	1	17	2	2	945
48	1	17	2	3	13721
48	1	17	2	4	318
48	1	17	2	5	1872
48	1	17	2	6	5056
48	1	17	2	7	611
48	1	17	2	8	1183
48	1	17	2	9	6526
48	1	17	2	10	19739
48	1	17	2	11	994
48	1	17	2	12	3635
48	1	17	2	13	9
48	1	17	2	14	24674
48	1	17	2	15	364
48	1	17	2	16	690
48	1	17	2	17	5997
48	1	17	2	18	914
48	1	17	2	19	305
48	1	17	2	20	14643
48	1	17	2	21	2745
48	1	17	2	22	52170
48	1	18	0	0	42324
48	1	18	0	1	57201
48	1	18	0	2	44243
48	1	18	0	3	4867
48	1	18	0	4	52152
48	1	18	0	5	22086
48	1	18	0	6	50561
48	1	18	0	7	20842
48	1	18	0	8	19221
48	1	18	0	9	23138
48	1	18	0	10	85086
48	1	18	0	11	2969
48	1	18	0	12	75141
48	1	18	0	13	1063
48	1	18	0	14	210227
48	1	18	0	15	49711
48	1	18	0	16	39631
48	1	18	0	17	118314
48	1	18	0	18	50945
48	1	18	0	19	16937
48	1	18	0	20	247199
48	1	18	0	21	100088
48	1	18	0	22	2291169
48	1	18	1	0	4608
48	1	18	1	1	3129
48	1	18	1	2	10844
48	1	18	1	3	90
48	1	18	1	4	421
48	1	18	1	5	383
48	1	18	1	6	1193
48	1	18	1	7	114
48	1	18	1	8	7590
48	1	18	1	9	485
48	1	18	1	10	10304
48	1	18	1	11	81
48	1	18	1	12	1568
48	1	18	1	13	659
48	1	18	1	14	7111
48	1	18	1	15	2941
48	1	18	1	16	11430
48	1	18	1	17	11646
48	1	18	1	18	12119
48	1	18	1	19	37
48	1	18	1	20	37779
48	1	18	1	21	4206
48	1	18	1	22	218332
48	1	18	2	0	17054
48	1	18	2	1	854
48	1	18	2	2	1049
48	1	18	2	3	20458
48	1	18	2	4	268
48	1	18	2	5	1653
48	1	18	2	6	5376
48	1	18	2	7	659
48	1	18	2	8	954
48	1	18	2	9	7354
48	1	18	2	10	23892
48	1	18	2	11	839
48	1	18	2	12	3229
48	1	18	2	13	6
48	1	18	2	14	25582
48	1	18	2	15	321
48	1	18	2	16	722
48	1	18	2	17	5344
48	1	18	2	18	750
48	1	18	2	19	342
48	1	18	2	20	15373
48	1	18	2	21	2655
48	1	18	2	22	47110
49	0	0	0	0	16654
49	0	0	0	1	13590
49	0	0	0	2	14332
49	0	0	0	3	1763
49	0	0	0	4	17795
49	0	0	0	5	10316
49	0	0	0	6	23354
49	0	0	0	7	23828
49	0	0	0	8	11493
49	0	0	0	9	11268
49	0	0	0	10	47672
49	0	0	0	11	3584
49	0	0	0	12	35387
49	0	0	0	13	342
49	0	0	0	14	112567
49	0	0	0	15	24099
49	0	0	0	16	18855
49	0	0	0	17	36380
49	0	0	0	18	25898
49	0	0	0	19	10890
49	0	0	0	20	79296
49	0	0	0	21	28665
49	0	0	0	22	936041
49	0	0	1	0	2788
49	0	0	1	1	3188
49	0	0	1	2	7615
49	0	0	1	3	438
49	0	0	1	4	1377
49	0	0	1	5	549
49	0	0	1	6	2928
49	0	0	1	7	665
49	0	0	1	8	11848
49	0	0	1	9	702
49	0	0	1	10	6120
49	0	0	1	11	436
49	0	0	1	12	3250
49	0	0	1	13	319
49	0	0	1	14	10819
49	0	0	1	15	3220
49	0	0	1	16	12105
49	0	0	1	17	9908
49	0	0	1	18	13278
49	0	0	1	19	241
49	0	0	1	20	27985
49	0	0	1	21	4628
49	0	0	1	22	220918
49	0	0	2	0	7500
49	0	0	2	1	1272
49	0	0	2	2	1374
49	0	0	2	3	6962
49	0	0	2	4	771
49	0	0	2	5	1957
49	0	0	2	6	5174
49	0	0	2	7	1828
49	0	0	2	8	1991
49	0	0	2	9	5058
49	0	0	2	10	9131
49	0	0	2	11	1653
49	0	0	2	12	5165
49	0	0	2	13	9
49	0	0	2	14	19575
49	0	0	2	15	658
49	0	0	2	16	950
49	0	0	2	17	5859
49	0	0	2	18	1326
49	0	0	2	19	615
49	0	0	2	20	12828
49	0	0	2	21	3269
49	0	0	2	22	70831
49	0	1	0	0	65136
49	0	1	0	1	58213
49	0	1	0	2	59383
49	0	1	0	3	6025
49	0	1	0	4	71448
49	0	1	0	5	40559
49	0	1	0	6	92590
49	0	1	0	7	95685
49	0	1	0	8	45280
49	0	1	0	9	45923
49	0	1	0	10	191445
49	0	1	0	11	13460
49	0	1	0	12	144035
49	0	1	0	13	1541
49	0	1	0	14	467585
49	0	1	0	15	97884
49	0	1	0	16	73732
49	0	1	0	17	148848
49	0	1	0	18	108947
49	0	1	0	19	44366
49	0	1	0	20	321697
49	0	1	0	21	113695
49	0	1	0	22	3785304
49	0	1	1	0	10104
49	0	1	1	1	12113
49	0	1	1	2	29909
49	0	1	1	3	1737
49	0	1	1	4	6765
49	0	1	1	5	2207
49	0	1	1	6	12103
49	0	1	1	7	2452
49	0	1	1	8	45281
49	0	1	1	9	2314
49	0	1	1	10	22339
49	0	1	1	11	1552
49	0	1	1	12	13812
49	0	1	1	13	1232
49	0	1	1	14	41223
49	0	1	1	15	13284
49	0	1	1	16	49224
49	0	1	1	17	40382
49	0	1	1	18	52747
49	0	1	1	19	1066
49	0	1	1	20	101224
49	0	1	1	21	20452
49	0	1	1	22	907322
49	0	1	2	0	30590
49	0	1	2	1	5442
49	0	1	2	2	5841
49	0	1	2	3	29432
49	0	1	2	4	3648
49	0	1	2	5	10030
49	0	1	2	6	21719
49	0	1	2	7	6619
49	0	1	2	8	8864
49	0	1	2	9	20648
49	0	1	2	10	40220
49	0	1	2	11	6940
49	0	1	2	12	21966
49	0	1	2	13	52
49	0	1	2	14	77329
49	0	1	2	15	2988
49	0	1	2	16	4103
49	0	1	2	17	25107
49	0	1	2	18	5789
49	0	1	2	19	2486
49	0	1	2	20	52943
49	0	1	2	21	13290
49	0	1	2	22	301147
49	0	2	0	0	80270
49	0	2	0	1	78251
49	0	2	0	2	74472
49	0	2	0	3	6447
49	0	2	0	4	91450
49	0	2	0	5	54741
49	0	2	0	6	114562
49	0	2	0	7	122468
49	0	2	0	8	58590
49	0	2	0	9	58493
49	0	2	0	10	240567
49	0	2	0	11	16183
49	0	2	0	12	184433
49	0	2	0	13	1925
49	0	2	0	14	595238
49	0	2	0	15	121890
49	0	2	0	16	90314
49	0	2	0	17	193513
49	0	2	0	18	142648
49	0	2	0	19	58608
49	0	2	0	20	395882
49	0	2	0	21	147181
49	0	2	0	22	4826726
49	0	2	1	0	13326
49	0	2	1	1	16808
49	0	2	1	2	36477
49	0	2	1	3	1810
49	0	2	1	4	8067
49	0	2	1	5	2744
49	0	2	1	6	14649
49	0	2	1	7	3183
49	0	2	1	8	59527
49	0	2	1	9	3233
49	0	2	1	10	29613
49	0	2	1	11	1653
49	0	2	1	12	17556
49	0	2	1	13	1778
49	0	2	1	14	54292
49	0	2	1	15	16445
49	0	2	1	16	60618
49	0	2	1	17	49659
49	0	2	1	18	69267
49	0	2	1	19	1155
49	0	2	1	20	122789
49	0	2	1	21	25345
49	0	2	1	22	1140660
49	0	2	2	0	39306
49	0	2	2	1	6953
49	0	2	2	2	7802
49	0	2	2	3	36078
49	0	2	2	4	4314
49	0	2	2	5	12050
49	0	2	2	6	26499
49	0	2	2	7	7555
49	0	2	2	8	11075
49	0	2	2	9	26160
49	0	2	2	10	43702
49	0	2	2	11	9014
49	0	2	2	12	27901
49	0	2	2	13	75
49	0	2	2	14	100727
49	0	2	2	15	3448
49	0	2	2	16	4875
49	0	2	2	17	33505
49	0	2	2	18	8582
49	0	2	2	19	2864
49	0	2	2	20	61581
49	0	2	2	21	16799
49	0	2	2	22	371770
49	0	3	0	0	81282
49	0	3	0	1	87345
49	0	3	0	2	81651
49	0	3	0	3	5499
49	0	3	0	4	94631
49	0	3	0	5	57124
49	0	3	0	6	111893
49	0	3	0	7	124450
49	0	3	0	8	61134
49	0	3	0	9	58404
49	0	3	0	10	236565
49	0	3	0	11	15695
49	0	3	0	12	193083
49	0	3	0	13	2209
49	0	3	0	14	597148
49	0	3	0	15	125727
49	0	3	0	16	91094
49	0	3	0	17	205528
49	0	3	0	18	152785
49	0	3	0	19	61995
49	0	3	0	20	401335
49	0	3	0	21	158270
49	0	3	0	22	5008002
49	0	3	1	0	13601
49	0	3	1	1	17504
49	0	3	1	2	35536
49	0	3	1	3	1518
49	0	3	1	4	7246
49	0	3	1	5	2651
49	0	3	1	6	13706
49	0	3	1	7	3178
49	0	3	1	8	60036
49	0	3	1	9	3156
49	0	3	1	10	30410
49	0	3	1	11	1547
49	0	3	1	12	17023
49	0	3	1	13	1729
49	0	3	1	14	54587
49	0	3	1	15	15918
49	0	3	1	16	60523
49	0	3	1	17	49713
49	0	3	1	18	70216
49	0	3	1	19	1198
49	0	3	1	20	120779
49	0	3	1	21	24290
49	0	3	1	22	1120553
49	0	3	2	0	39561
49	0	3	2	1	7201
49	0	3	2	2	8570
49	0	3	2	3	35418
49	0	3	2	4	3789
49	0	3	2	5	11202
49	0	3	2	6	25159
49	0	3	2	7	7472
49	0	3	2	8	11160
49	0	3	2	9	27499
49	0	3	2	10	46028
49	0	3	2	11	8074
49	0	3	2	12	27215
49	0	3	2	13	89
49	0	3	2	14	108629
49	0	3	2	15	3457
49	0	3	2	16	4437
49	0	3	2	17	33137
49	0	3	2	18	7984
49	0	3	2	19	2580
49	0	3	2	20	60479
49	0	3	2	21	16317
49	0	3	2	22	370148
49	0	4	0	0	76753
49	0	4	0	1	98630
49	0	4	0	2	81161
49	0	4	0	3	5801
49	0	4	0	4	97972
49	0	4	0	5	57464
49	0	4	0	6	109125
49	0	4	0	7	112998
49	0	4	0	8	58500
49	0	4	0	9	59075
49	0	4	0	10	244456
49	0	4	0	11	15220
49	0	4	0	12	195156
49	0	4	0	13	2046
49	0	4	0	14	600928
49	0	4	0	15	127016
49	0	4	0	16	88582
49	0	4	0	17	209342
49	0	4	0	18	154935
49	0	4	0	19	58126
49	0	4	0	20	429788
49	0	4	0	21	183345
49	0	4	0	22	5104108
49	0	4	1	0	14227
49	0	4	1	1	19295
49	0	4	1	2	35615
49	0	4	1	3	1469
49	0	4	1	4	7219
49	0	4	1	5	2842
49	0	4	1	6	12999
49	0	4	1	7	2997
49	0	4	1	8	59839
49	0	4	1	9	3377
49	0	4	1	10	32041
49	0	4	1	11	1564
49	0	4	1	12	17256
49	0	4	1	13	1655
49	0	4	1	14	55205
49	0	4	1	15	17319
49	0	4	1	16	59931
49	0	4	1	17	51844
49	0	4	1	18	72870
49	0	4	1	19	1326
49	0	4	1	20	129104
49	0	4	1	21	26436
49	0	4	1	22	1144743
49	0	4	2	0	36966
49	0	4	2	1	7386
49	0	4	2	2	7437
49	0	4	2	3	32474
49	0	4	2	4	4674
49	0	4	2	5	10825
49	0	4	2	6	25589
49	0	4	2	7	7321
49	0	4	2	8	11454
49	0	4	2	9	25184
49	0	4	2	10	50031
49	0	4	2	11	7925
49	0	4	2	12	26564
49	0	4	2	13	59
49	0	4	2	14	110326
49	0	4	2	15	3124
49	0	4	2	16	4210
49	0	4	2	17	29787
49	0	4	2	18	7460
49	0	4	2	19	2674
49	0	4	2	20	62992
49	0	4	2	21	18607
49	0	4	2	22	365722
49	0	5	0	0	80706
49	0	5	0	1	100561
49	0	5	0	2	79044
49	0	5	0	3	17288
49	0	5	0	4	103236
49	0	5	0	5	60418
49	0	5	0	6	125128
49	0	5	0	7	117487
49	0	5	0	8	56474
49	0	5	0	9	63822
49	0	5	0	10	269316
49	0	5	0	11	20814
49	0	5	0	12	203341
49	0	5	0	13	1829
49	0	5	0	14	648808
49	0	5	0	15	134045
49	0	5	0	16	94709
49	0	5	0	17	205007
49	0	5	0	18	154935
49	0	5	0	19	55165
49	0	5	0	20	463799
49	0	5	0	21	195297
49	0	5	0	22	5253690
49	0	5	1	0	15062
49	0	5	1	1	19773
49	0	5	1	2	36088
49	0	5	1	3	3453
49	0	5	1	4	7992
49	0	5	1	5	3460
49	0	5	1	6	14901
49	0	5	1	7	3369
49	0	5	1	8	57243
49	0	5	1	9	4132
49	0	5	1	10	35583
49	0	5	1	11	2403
49	0	5	1	12	18690
49	0	5	1	13	1745
49	0	5	1	14	65117
49	0	5	1	15	19401
49	0	5	1	16	61958
49	0	5	1	17	55463
49	0	5	1	18	75026
49	0	5	1	19	1150
49	0	5	1	20	143071
49	0	5	1	21	29039
49	0	5	1	22	1201321
49	0	5	2	0	41619
49	0	5	2	1	7925
49	0	5	2	2	7594
49	0	5	2	3	31527
49	0	5	2	4	7605
49	0	5	2	5	11084
49	0	5	2	6	28970
49	0	5	2	7	8930
49	0	5	2	8	12017
49	0	5	2	9	28045
49	0	5	2	10	59884
49	0	5	2	11	8232
49	0	5	2	12	30391
49	0	5	2	13	49
49	0	5	2	14	117229
49	0	5	2	15	4097
49	0	5	2	16	6482
49	0	5	2	17	29993
49	0	5	2	18	7410
49	0	5	2	19	2774
49	0	5	2	20	77416
49	0	5	2	21	22793
49	0	5	2	22	416717
49	0	6	0	0	116196
49	0	6	0	1	86619
49	0	6	0	2	90771
49	0	6	0	3	18464
49	0	6	0	4	90086
49	0	6	0	5	59568
49	0	6	0	6	158553
49	0	6	0	7	110675
49	0	6	0	8	67853
49	0	6	0	9	67838
49	0	6	0	10	318604
49	0	6	0	11	22878
49	0	6	0	12	209256
49	0	6	0	13	1944
49	0	6	0	14	671827
49	0	6	0	15	133981
49	0	6	0	16	107340
49	0	6	0	17	206988
49	0	6	0	18	150653
49	0	6	0	19	54707
49	0	6	0	20	510700
49	0	6	0	21	196627
49	0	6	0	22	5435945
49	0	6	1	0	18152
49	0	6	1	1	19488
49	0	6	1	2	40408
49	0	6	1	3	3297
49	0	6	1	4	6831
49	0	6	1	5	3241
49	0	6	1	6	16680
49	0	6	1	7	3182
49	0	6	1	8	63018
49	0	6	1	9	4389
49	0	6	1	10	44069
49	0	6	1	11	2180
49	0	6	1	12	19191
49	0	6	1	13	1945
49	0	6	1	14	65200
49	0	6	1	15	17084
49	0	6	1	16	61996
49	0	6	1	17	56111
49	0	6	1	18	69824
49	0	6	1	19	1191
49	0	6	1	20	159206
49	0	6	1	21	29481
49	0	6	1	22	1203056
49	0	6	2	0	62179
49	0	6	2	1	9287
49	0	6	2	2	10142
49	0	6	2	3	34184
49	0	6	2	4	5910
49	0	6	2	5	12169
49	0	6	2	6	40232
49	0	6	2	7	9133
49	0	6	2	8	14689
49	0	6	2	9	40184
49	0	6	2	10	77016
49	0	6	2	11	8642
49	0	6	2	12	31071
49	0	6	2	13	41
49	0	6	2	14	131463
49	0	6	2	15	4149
49	0	6	2	16	6069
49	0	6	2	17	37536
49	0	6	2	18	7345
49	0	6	2	19	3021
49	0	6	2	20	93342
49	0	6	2	21	26090
49	0	6	2	22	441043
49	0	7	0	0	120204
49	0	7	0	1	85616
49	0	7	0	2	81996
49	0	7	0	3	15185
49	0	7	0	4	89489
49	0	7	0	5	57557
49	0	7	0	6	154010
49	0	7	0	7	99531
49	0	7	0	8	66490
49	0	7	0	9	64972
49	0	7	0	10	291921
49	0	7	0	11	21616
49	0	7	0	12	191584
49	0	7	0	13	1955
49	0	7	0	14	613010
49	0	7	0	15	121329
49	0	7	0	16	105510
49	0	7	0	17	203852
49	0	7	0	18	140107
49	0	7	0	19	52518
49	0	7	0	20	489893
49	0	7	0	21	187267
49	0	7	0	22	5220718
49	0	7	1	0	15121
49	0	7	1	1	15836
49	0	7	1	2	26819
49	0	7	1	3	2605
49	0	7	1	4	5503
49	0	7	1	5	2688
49	0	7	1	6	14964
49	0	7	1	7	2311
49	0	7	1	8	53921
49	0	7	1	9	4011
49	0	7	1	10	35046
49	0	7	1	11	1657
49	0	7	1	12	16457
49	0	7	1	13	1569
49	0	7	1	14	53552
49	0	7	1	15	13473
49	0	7	1	16	53178
49	0	7	1	17	47257
49	0	7	1	18	55826
49	0	7	1	19	829
49	0	7	1	20	127635
49	0	7	1	21	24291
49	0	7	1	22	981318
49	0	7	2	0	61023
49	0	7	2	1	9784
49	0	7	2	2	9411
49	0	7	2	3	34265
49	0	7	2	4	4864
49	0	7	2	5	10498
49	0	7	2	6	35980
49	0	7	2	7	7588
49	0	7	2	8	15164
49	0	7	2	9	40422
49	0	7	2	10	70479
49	0	7	2	11	7086
49	0	7	2	12	27638
49	0	7	2	13	74
49	0	7	2	14	117950
49	0	7	2	15	3932
49	0	7	2	16	5562
49	0	7	2	17	42447
49	0	7	2	18	7364
49	0	7	2	19	2572
49	0	7	2	20	87377
49	0	7	2	21	24939
49	0	7	2	22	430515
49	0	8	0	0	109806
49	0	8	0	1	82830
49	0	8	0	2	80220
49	0	8	0	3	12669
49	0	8	0	4	91526
49	0	8	0	5	54343
49	0	8	0	6	144067
49	0	8	0	7	107539
49	0	8	0	8	65678
49	0	8	0	9	61608
49	0	8	0	10	266624
49	0	8	0	11	19098
49	0	8	0	12	186601
49	0	8	0	13	1953
49	0	8	0	14	577498
49	0	8	0	15	123796
49	0	8	0	16	100505
49	0	8	0	17	202426
49	0	8	0	18	139672
49	0	8	0	19	53486
49	0	8	0	20	444369
49	0	8	0	21	168356
49	0	8	0	22	5093729
49	0	8	1	0	14076
49	0	8	1	1	14475
49	0	8	1	2	25372
49	0	8	1	3	2199
49	0	8	1	4	5039
49	0	8	1	5	2275
49	0	8	1	6	13690
49	0	8	1	7	2218
49	0	8	1	8	52642
49	0	8	1	9	3669
49	0	8	1	10	30382
49	0	8	1	11	1429
49	0	8	1	12	14636
49	0	8	1	13	1546
49	0	8	1	14	48131
49	0	8	1	15	13061
49	0	8	1	16	47725
49	0	8	1	17	45189
49	0	8	1	18	54341
49	0	8	1	19	761
49	0	8	1	20	113369
49	0	8	1	21	22128
49	0	8	1	22	923537
49	0	8	2	0	56023
49	0	8	2	1	8737
49	0	8	2	2	8741
49	0	8	2	3	33768
49	0	8	2	4	4403
49	0	8	2	5	9248
49	0	8	2	6	32209
49	0	8	2	7	6596
49	0	8	2	8	13106
49	0	8	2	9	34960
49	0	8	2	10	64344
49	0	8	2	11	5761
49	0	8	2	12	25008
49	0	8	2	13	61
49	0	8	2	14	108855
49	0	8	2	15	3930
49	0	8	2	16	5266
49	0	8	2	17	43265
49	0	8	2	18	8451
49	0	8	2	19	2452
49	0	8	2	20	77579
49	0	8	2	21	21919
49	0	8	2	22	401014
49	0	9	0	0	97360
49	0	9	0	1	79937
49	0	9	0	2	77220
49	0	9	0	3	11235
49	0	9	0	4	80586
49	0	9	0	5	47696
49	0	9	0	6	125190
49	0	9	0	7	91570
49	0	9	0	8	62899
49	0	9	0	9	56394
49	0	9	0	10	246687
49	0	9	0	11	16014
49	0	9	0	12	172602
49	0	9	0	13	2017
49	0	9	0	14	519731
49	0	9	0	15	118982
49	0	9	0	16	87973
49	0	9	0	17	196021
49	0	9	0	18	137254
49	0	9	0	19	48242
49	0	9	0	20	405323
49	0	9	0	21	156111
49	0	9	0	22	4719711
49	0	9	1	0	12231
49	0	9	1	1	13117
49	0	9	1	2	25699
49	0	9	1	3	1611
49	0	9	1	4	4066
49	0	9	1	5	1904
49	0	9	1	6	11260
49	0	9	1	7	1821
49	0	9	1	8	47850
49	0	9	1	9	3329
49	0	9	1	10	26751
49	0	9	1	11	1139
49	0	9	1	12	12540
49	0	9	1	13	1303
49	0	9	1	14	41040
49	0	9	1	15	11157
49	0	9	1	16	39745
49	0	9	1	17	42727
49	0	9	1	18	50234
49	0	9	1	19	572
49	0	9	1	20	101953
49	0	9	1	21	19377
49	0	9	1	22	820342
49	0	9	2	0	53319
49	0	9	2	1	7899
49	0	9	2	2	8849
49	0	9	2	3	29572
49	0	9	2	4	3638
49	0	9	2	5	8100
49	0	9	2	6	27793
49	0	9	2	7	5409
49	0	9	2	8	12665
49	0	9	2	9	33590
49	0	9	2	10	59656
49	0	9	2	11	5216
49	0	9	2	12	22437
49	0	9	2	13	40
49	0	9	2	14	103868
49	0	9	2	15	3550
49	0	9	2	16	4639
49	0	9	2	17	41721
49	0	9	2	18	8437
49	0	9	2	19	2127
49	0	9	2	20	71081
49	0	9	2	21	19634
49	0	9	2	22	371352
49	0	10	0	0	106042
49	0	10	0	1	97248
49	0	10	0	2	91637
49	0	10	0	3	11522
49	0	10	0	4	86628
49	0	10	0	5	49487
49	0	10	0	6	135382
49	0	10	0	7	78561
49	0	10	0	8	69220
49	0	10	0	9	59773
49	0	10	0	10	257823
49	0	10	0	11	17219
49	0	10	0	12	181029
49	0	10	0	13	2486
49	0	10	0	14	544848
49	0	10	0	15	129370
49	0	10	0	16	93621
49	0	10	0	17	222044
49	0	10	0	18	154417
49	0	10	0	19	48088
49	0	10	0	20	452296
49	0	10	0	21	183519
49	0	10	0	22	5129072
49	0	10	1	0	13318
49	0	10	1	1	13597
49	0	10	1	2	29191
49	0	10	1	3	1331
49	0	10	1	4	3736
49	0	10	1	5	1770
49	0	10	1	6	10846
49	0	10	1	7	1540
49	0	10	1	8	50018
